AFGHANISTAN,,,,,,
Inbound tourism,,,,,,
Tourism expenditure in the country - US$ Mn,"2,222","2,070","2,095","2,060",..,..
Travel - US$ Mn,"1,976","1,925","2,001","2,013","2,046","2,074"
Passenger transport - US$ Mn,246,145,94,47,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,312,259,235,213,..,380
Travel - US$ Mn,268,216,193,159,165,171
Passenger transport - US$ Mn,44,43,42,54,..,209
JAPAN,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"8,351","6,790","8,611","6,219","8,358","10,364"
Tourism expenditure in the country - US$ Mn,"13,781","12,537","15,356","12,534","16,197","16,865"
Travel - US$ Mn,"10,820","10,329","13,224","11,000","14,581","15,093"
Passenger transport - US$ Mn,"2,961","2,208","2,132","1,534","1,616","1,772"
Outbound tourism,,,,,,
Departures - Thousands,"15,987","15,446","16,637","16,994","18,491","17,473"
Tourism expenditure in other countries - US$ Mn,"38,976","34,788","39,306","39,760","40,967","32,244"
Travel - US$ Mn,"27,901","25,199","27,950","27,262","27,906","21,861"
Passenger transport - US$ Mn,"11,075","9,589","11,356","12,498","13,061","10,383"
JORDAN,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"3,729","3,789","4,207","3,960","4,162","3,945"
Tourism expenditure in the country - US$ Mn,"3,539","3,472","4,390","4,351","5,123","5,145"
Travel - US$ Mn,"2,943","2,911","3,585","3,425","4,061","4,117"
Passenger transport - US$ Mn,596,561,805,926,"1,062","1,028"
Outbound tourism,,,,,,
Departures - Thousands,"1,972","2,054","2,708","1,931","1,567","1,498"
Tourism expenditure in other countries - US$ Mn,"1,140","1,202","1,736","1,280","1,257","1,192"
Travel - US$ Mn,"1,004","1,064","1,572","1,161","1,144","1,082"
Passenger transport - US$ Mn,136,138,164,119,113,110
KAZAKHSTAN,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"3,211","2,944","3,196","4,434","4,807","4,926"
Tourism expenditure in the country - US$ Mn,"1,255","1,185","1,236","1,524","1,572","1,717"
Travel - US$ Mn,"1,012",963,"1,005","1,209","1,347","1,460"
Passenger transport - US$ Mn,243,222,231,315,225,257
Outbound tourism,,,,,,
Departures - Thousands,"4,330","5,423","6,019","8,020","9,066","10,144"
Tourism expenditure in other countries - US$ Mn,"1,361","1,319","1,489","1,831","2,022","2,033"
Travel - US$ Mn,"1,078","1,132","1,273","1,611","1,685","1,729"
Passenger transport - US$ Mn,283,187,216,220,337,304
KENYA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"1,141","1,392","1,470","1,750","1,619","1,434"
Tourism expenditure in the country - US$ Mn,"1,398","1,124","1,620","1,844","2,004",..
Travel - US$ Mn,752,690,800,926,935,..
Passenger transport - US$ Mn,646,434,820,918,"1,069",..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,266,227,212,197,174,..
Passenger transport - US$ Mn,..,..,..,..,..,..
KIRIBATI,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,3.9,3.9,4.7,5.3,4.9,5.9
Tourism expenditure in the country - US$ Mn,5.2,5.2,5.8,6.9,5,..
Travel - US$ Mn,3.8,3.9,4.3,4.9,3.2,..
Passenger transport - US$ Mn,1.4,1.3,1.5,2,1.8,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,23.8,20.2,22.6,29,31.6,..
Travel - US$ Mn,9.7,7.7,8.1,9.5,9.7,..
Passenger transport - US$ Mn,14.1,12.5,14.5,19.5,21.9,..
"KOREA, REPUBLIC OF",,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"6,891","7,818","8,798","9,795","11,140","12,176"
Tourism expenditure in the country - US$ Mn,"13,456","13,289","14,367","17,418","18,851","19,287"
Travel - US$ Mn,"9,751","9,804","10,328","12,476","13,429","14,272"
Passenger transport - US$ Mn,"3,705","3,485","4,039","4,942","5,422","5,015"
Outbound tourism,,,,,,
Departures - Thousands,"11,996","9,494","12,488","12,694","13,737","14,846"
Tourism expenditure in other countries - US$ Mn,"21,447","16,355","20,788","22,195","22,934","24,006"
Travel - US$ Mn,"19,056","15,035","18,766","19,920","20,645","21,676"
Passenger transport - US$ Mn,"2,391","1,320","2,022","2,275","2,289","2,330"
KUWAIT,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"4,736","5,088","5,208","5,574","5,729","6,217"
Arrivals - Thousands,259,297,207,269,300,307
Tourism expenditure in the country - US$ Mn,610,660,574,644,780,601
Travel - US$ Mn,257,355,289,320,426,297
Passenger transport - US$ Mn,353,305,285,324,354,304
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,"8,341","6,799","7,106","8,879","10,073","12,468"
Travel - US$ Mn,"7,570","6,189","6,434","8,064","9,249","11,554"
Passenger transport - US$ Mn,771,610,672,815,824,914
KYRGYZSTAN,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"1,844","1,394",855,"2,278","2,406","3,076"
Arrivals - Thousands,..,..,..,..,..,..
Tourism expenditure in the country - US$ Mn,569,300,212,405,486,585
Travel - US$ Mn,514,253,160,356,434,530
Passenger transport - US$ Mn,55,47,52,49,52,55
Outbound tourism,,,,,,
Departures - Thousands,736,580,597,931,"1,326","1,401"
Tourism expenditure in other countries - US$ Mn,450,273,275,392,529,505
Travel - US$ Mn,304,147,148,247,350,350
Passenger transport - US$ Mn,146,126,127,145,179,155
LAO PEOPLE'S DEMOCRATIC REPUBLIC,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"1,295","1,239","1,670","1,786","2,140","2,510"
Tourism expenditure in the country - US$ Mn,280,271,385,413,461,..
Travel - US$ Mn,276,268,382,406,451,..
Passenger transport - US$ Mn,4,3,3,7,10,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,51,91,215,248,241,..
Travel - US$ Mn,41,83,203,237,232,..
Passenger transport - US$ Mn,10,8,12,11,9,..
LATVIA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"1,684","1,323","1,373","1,493","1,435","1,536"
Tourism expenditure in the country - US$ Mn,"1,134","1,013",963,"1,102","1,068","1,191"
Travel - US$ Mn,803,723,640,771,745,865
Passenger transport - US$ Mn,331,290,323,331,323,326
Outbound tourism,,,,,,
Departures - Thousands,"3,782","3,268","3,332","3,257",..,..
Tourism expenditure in other countries - US$ Mn,"1,250",906,771,920,863,900
Travel - US$ Mn,"1,142",799,647,766,679,716
Passenger transport - US$ Mn,108,107,124,154,184,184
LEBANON,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"1,333","1,844","2,168","1,655","1,366","1,274"
Tourism expenditure in the country - US$ Mn,"6,317","7,157","8,026","6,797","6,298",..
Travel - US$ Mn,"5,819","6,774","7,861","6,545","6,032",..
Passenger transport - US$ Mn,498,383,165,252,266,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,"4,297","4,928","4,868","4,440","4,125",..
Travel - US$ Mn,"3,564","4,012","4,515","4,004","3,927",..
Passenger transport - US$ Mn,733,916,353,436,198,..
LESOTHO,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,293,344,426,398,423,433
Arrivals - Thousands,285,320,414,397,317,320
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,30,30,25,29,46,..
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,248,247,278,300,256,..
Travel - US$ Mn,243,239,270,290,248,..
Passenger transport - US$ Mn,5,8,8,10,8,..
LIBERIA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,..,..,..,..,..,..
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,158,123,12,232,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,58,51,134,132,..,..
Travel - US$ Mn,30,29,63,60,..,..
Passenger transport - US$ Mn,28,22,71,72,..,..
LIBYA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,..,..,..,..,..,..
Arrivals - Thousands,34,..,..,,,
Tourism expenditure in the country - US$ Mn,99,159,170,..,..,..
Travel - US$ Mn,74,50,60,..,..,..
Passenger transport - US$ Mn,25,109,110,30,110,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,"1,339","1,683","2,184",..,"2,654",..
Travel - US$ Mn,"1,277","1,587","2,047","2,269","2,557",..
Passenger transport - US$ Mn,62,96,137,..,97,..
LIECHTENSTEN,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,73,67,64,67,62,60
Arrivals - Thousands,58,52,50,53,54,52
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
LITHUANIA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"1,611","1,341","1,507","1,775","1,900","2,012"
Tourism expenditure in the country - US$ Mn,"1,316","1,063","1,034","1,417","1,430","1,595"
Travel - US$ Mn,"1,249",972,958,"1,353","1,317","1,467"
Passenger transport - US$ Mn,67,91,76,64,113,128
Outbound tourism,,,,,,
Departures - Thousands,"1,757","1,288","1,411","1,526","1,708","1,764"
Tourism expenditure in other countries - US$ Mn,"1,567","1,170",936,874,"1,058","1,149"
Travel - US$ Mn,"1,531","1,119",850,798,926,967
Passenger transport - US$ Mn,36,51,86,76,132,182
LUXEMBOURG,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,877,847,805,870,950,945
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,"4,486","4,148","4,115","4,825","4,615","4,822"
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,"3,801","3,612","3,549","3,822","3,583","3,817"
Passenger transport - US$ Mn,..,..,..,..,..,..
"MACAO, CHINA",,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"10,610","10,402","11,926","12,925","13,577","14,268"
Tourism expenditure in the country - US$ Mn,"17,297","18,445","28,214","38,976","44,455",..
Travel - US$ Mn,"16,948","18,142","27,802","38,453","43,886",..
Passenger transport - US$ Mn,349,303,412,523,569,..
Outbound tourism,,,,,,
Departures - Thousands,606,671,753,908,"1,291","1,446"
Tourism expenditure in other countries - US$ Mn,902,983,"1,237","1,476","1,711",..
Travel - US$ Mn,828,915,"1,154","1,376","1,601",..
Passenger transport - US$ Mn,74,68,83,100,110,..
MADAGASCAR,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,375,163,196,225,256,196
Tourism expenditure in the country - US$ Mn,620,518,633,..,..,..
Travel - US$ Mn,351,308,321,..,..,..
Passenger transport - US$ Mn,269,210,312,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,143,123,110,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
MALAWI,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,742,755,746,767,770,..
Tourism expenditure in the country - US$ Mn,43,46,47,39,38,..
Travel - US$ Mn,31,33,33,34,34,..
Passenger transport - US$ Mn,12,13,14,5,4,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,86,91,93,97,101,..
Travel - US$ Mn,61,63,64,66,70,..
Passenger transport - US$ Mn,25,28,29,31,31,..
MALAYSIA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"22,052","23,646","24,577","24,714","25,033","25,715"
Tourism expenditure in the country - US$ Mn,"18,553","17,231",..,..,..,..
Travel - US$ Mn,"15,293","15,798","18,152","19,649","20,251","21,026"
Passenger transport - US$ Mn,"3,260","1,433",..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,"7,724","7,196",..,..,..,..
Travel - US$ Mn,"6,709","6,508","8,324","10,180","11,545","11,950"
Passenger transport - US$ Mn,"1,015",688,..,..,..,..
MALDIVES,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,683,656,792,931,958,"1,125"
Tourism expenditure in the country - US$ Mn,..,..,..,"1,893","1,898",..
Travel - US$ Mn,"1,559","1,473","1,713","1,868","1,873",..
Passenger transport - US$ Mn,..,..,..,25,25,..
Outbound tourism,,,,,,
Departures - Thousands,123,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,211,212,252,256,270,..
Travel - US$ Mn,167,174,205,209,219,..
Passenger transport - US$ Mn,44,38,47,47,51,..
MALI,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,190,160,169,160,134,142
Arrivals - Thousands,..,..,..,..,32,57
Tourism expenditure in the country - US$ Mn,286,196,208,218,..,..
Travel - US$ Mn,275,192,205,210,..,..
Passenger transport - US$ Mn,11,4,3,8,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,228,191,167,171,..,..
Travel - US$ Mn,147,102,111,119,..,..
Passenger transport - US$ Mn,81,89,56,52,..,..
MALTA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"1,291","1,182","1,339","1,415","1,443","1,582"
Tourism expenditure in the country - US$ Mn,"1,336","1,117","1,238","1,469","1,496","1,616"
Travel - US$ Mn,"1,082",899,"1,066","1,276","1,260","1,402"
Passenger transport - US$ Mn,254,218,172,193,236,214
Outbound tourism,,,,,,
Departures - Thousands,261,264,294,309,331,363
Tourism expenditure in other countries - US$ Mn,361,362,361,399,407,466
Travel - US$ Mn,307,291,309,333,339,384
Passenger transport - US$ Mn,54,71,52,66,68,82
MARSHALL ISLANDS,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,6,5.4,4.6,4.6,4.6,..
Tourism expenditure in the country - US$ Mn,2.7,3.1,4,4.3,3.8,..
Travel - US$ Mn,2.6,2.9,3.7,4,3.7,..
Passenger transport - US$ Mn,0.1,0.2,0.3,0.3,0.2,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,24.5,24.6,22,23.3,25.3,..
Travel - US$ Mn,11.6,12.4,11.1,12.2,12.7,..
Passenger transport - US$ Mn,12.9,12.2,10.9,11.1,12.6,..
MARTINIQUE,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,481,442,478,497,488,490
Tourism expenditure in the country - US$ Mn,463,420,472,516,462,484
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
MAURITANIA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,..,..,..,..,..,..
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
MAURITIUS,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,930,871,935,965,965,993
Tourism expenditure in the country - US$ Mn,"1,823","1,390","1,585","1,808","1,778","1,595"
Travel - US$ Mn,"1,454","1,120","1,285","1,484","1,480","1,322"
Passenger transport - US$ Mn,369,270,300,324,298,273
Outbound tourism,,,,,,
Departures - Thousands,226,196,212,219,237,250
Tourism expenditure in other countries - US$ Mn,489,384,423,427,394,456
Travel - US$ Mn,452,354,398,400,366,436
Passenger transport - US$ Mn,37,30,25,27,28,20
MEXICO,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"22,931","22,346","23,290","23,403","23,403","24,151"
Tourism expenditure in the country - US$ Mn,"14,726","12,542","12,628","12,458","13,320","14,311"
Travel - US$ Mn,"13,370","11,513","11,992","11,869","12,739","13,949"
Passenger transport - US$ Mn,"1,356","1,029",636,589,581,362
Outbound tourism,,,,,,
Departures - Thousands,"14,527","14,104","14,334","14,799","15,581","15,911"
Tourism expenditure in other countries - US$ Mn,"10,246","8,737","9,001","9,704","10,735","11,970"
Travel - US$ Mn,"8,568","7,207","7,255","7,832","8,449","9,122"
Passenger transport - US$ Mn,"1,678","1,530","1,746","1,872","2,286","2,848"
"MICRONESIA, FEDERATED STATES OF",,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,26,48,45,35,38,42
Tourism expenditure in the country - US$ Mn,27,27,29,26,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,7,8,8,8,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
MONACO,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,324,265,279,295,292,328
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
MONGOLIA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,446,433,456,460,476,418
Tourism expenditure in the country - US$ Mn,272,253,288,258,480,228
Travel - US$ Mn,247,235,244,218,442,189
Passenger transport - US$ Mn,25,18,44,40,38,39
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,249,242,319,404,420,458
Travel - US$ Mn,217,210,265,344,357,399
Passenger transport - US$ Mn,32,32,54,60,63,59
MONTENEGRO,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"1,031","1,044","1,088","1,201","1,264","1,324"
Tourism expenditure in the country - US$ Mn,859,792,765,926,860,929
Travel - US$ Mn,813,745,713,875,809,880
Passenger transport - US$ Mn,46,47,52,51,51,49
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,80,76,72,70,67,81
Travel - US$ Mn,43,49,46,39,39,48
Passenger transport - US$ Mn,37,27,26,31,28,33
MONTSERRAT,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,7.4,6.3,6,5.4,7.3,7.2
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,7,6.1,5.9,5.2,7,7.6
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,3.2,3,2.9,3.2,3,3.1
Passenger transport - US$ Mn,..,..,..,..,..,..
MOROCCO,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"7,879","8,341","9,288","9,342","9,375","10,046"
Tourism expenditure in the country - US$ Mn,"8,885","7,980","8,176","9,101","8,491","8,201"
Travel - US$ Mn,"7,221","6,626","6,702","7,321","6,697","6,851"
Passenger transport - US$ Mn,"1,664","1,354","1,474","1,780","1,794","1,350"
Outbound tourism,,,,,,
Departures - Thousands,"3,421","2,293","2,175","2,192","2,316","2,194"
Tourism expenditure in other countries - US$ Mn,"1,910","1,713","1,879","2,260","2,095","2,002"
Travel - US$ Mn,"1,090","1,106","1,203","1,363","1,253","1,318"
Passenger transport - US$ Mn,820,607,676,897,842,684
MOZAMBIQUE,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"1,193","1,461","1,718","1,902","2,113","1,886"
Tourism expenditure in the country - US$ Mn,213,217,224,266,289,273
Travel - US$ Mn,190,196,197,226,250,241
Passenger transport - US$ Mn,23,21,27,40,39,32
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,235,247,260,256,248,310
Travel - US$ Mn,202,212,216,219,186,236
Passenger transport - US$ Mn,33,35,44,37,62,74
MYANMAR,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,731,763,792,816,"1,059","2,044"
Tourism expenditure in the country - US$ Mn,80,75,91,293,..,..
Travel - US$ Mn,68,56,72,281,..,..
Passenger transport - US$ Mn,12,19,19,12,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,50,..,..,132,..,..
Travel - US$ Mn,49,52,53,123,..,..
Passenger transport - US$ Mn,0.7,..,..,9,..,..
NAMIBIA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,931,980,984,"1,027","1,079","1,176"
Tourism expenditure in the country - US$ Mn,484,511,560,645,..,..
Travel - US$ Mn,382,405,439,518,..,..
Passenger transport - US$ Mn,102,106,121,127,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,114,120,145,207,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
NEPAL,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,500,510,603,736,803,798
Tourism expenditure in the country - US$ Mn,353,439,378,415,379,457
Travel - US$ Mn,335,413,344,383,351,433
Passenger transport - US$ Mn,18,26,34,32,28,24
Outbound tourism,,,,,,
Departures - Thousands,561,589,765,774,862,983
Tourism expenditure in other countries - US$ Mn,545,572,528,420,562,594
Travel - US$ Mn,381,434,402,320,413,419
Passenger transport - US$ Mn,164,138,126,100,149,175
NETHERLANDS,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"10,104","9,921","10,883","11,300","11,680","12,783"
Tourism expenditure in the country - US$ Mn,"20,523","17,868","18,690","20,970","20,199","22,667"
Travel - US$ Mn,"13,343","12,401","12,861","14,352","13,735","15,591"
Passenger transport - US$ Mn,"7,180","5,467","5,829","6,618","6,464","7,076"
Outbound tourism,,,,,,
Departures - Thousands,"18,399","18,340","18,368","18,560","18,628","18,094"
Tourism expenditure in other countries - US$ Mn,"22,217","21,080","19,772","20,884","20,366","20,758"
Travel - US$ Mn,"21,828","20,758","19,489","20,603","20,077","20,471"
Passenger transport - US$ Mn,389,322,283,281,289,287
NEW CALEDONIA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,104,99,99,112,112,108
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,152,141,129,153,152,..
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,112,119,132,124,121,121
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,168,170,179,176,160,..
Passenger transport - US$ Mn,..,..,..,..,..,..
NEW ZEALAND,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"2,483","2,473","2,530","2,617","2,574","2,745"
Arrivals - Thousands,"2,371","2,373","2,435","2,511","2,473","2,629"
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,"6,963","5,978","6,523","7,294","7,142","7,497"
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,"1,967","1,918","2,026","2,093","2,169","2,193"
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,"3,006","2,580","3,037","3,462","3,717","3,861"
Passenger transport - US$ Mn,..,..,..,..,..,..
NICARAGUA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,858,932,"1,011","1,060","1,180","1,229"
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,301,334,309,378,422,417
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,942,858,908,912,979,994
Tourism expenditure in other countries - US$ Mn,332,300,329,380,372,409
Travel - US$ Mn,220,192,205,252,240,273
Passenger transport - US$ Mn,112,108,124,128,132,136
NIGER,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,73,66,74,82,94,123
Tourism expenditure in the country - US$ Mn,86,69,86,86,..,..
Travel - US$ Mn,79,66,79,79,..,..
Passenger transport - US$ Mn,7,3,7,7,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,98,84,..,..,..,..
Travel - US$ Mn,68,54,..,..,..,..
Passenger transport - US$ Mn,30,30,..,..,..,..
NIGERIA,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"5,820","6,053","6,113","3,765","4,673","4,038"
Arrivals - Thousands,"1,313","1,414","1,555",715,486,600
Tourism expenditure in the country - US$ Mn,959,791,738,688,641,..
Travel - US$ Mn,569,602,571,623,557,..
Passenger transport - US$ Mn,390,189,167,65,84,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,"11,009","6,236","8,379","9,534","9,280",..
Travel - US$ Mn,"9,779","5,012","5,587","6,599","6,168",..
Passenger transport - US$ Mn,"1,230","1,224","2,792","2,935","3,112",..
NIUE,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,4.7,4.7,6.2,6.1,5,7
Tourism expenditure in the country - US$ Mn,2,1.7,2.2,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,1.8,1.7,1.6,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
NORTHERN MARIANA ISLANDS,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,388,345,375,336,..,..
Tourism expenditure in the country - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,..,..,..,..,..,..
Travel - US$ Mn,..,..,..,..,..,..
Passenger transport - US$ Mn,..,..,..,..,..,..
NORWAY,,,,,,
Inbound tourism,,,,,,
Arrivals - Thousands,"4,347","4,346","4,767","4,963",..,..
Tourism expenditure in the country - US$ Mn,"5,702","4,949","5,299","6,565","5,970","6,390"
Travel - US$ Mn,"4,853","4,199","4,692","5,329","5,436","5,655"
Passenger transport - US$ Mn,849,750,607,"1,236",534,735
Outbound tourism,,,,,,
Departures - Thousands,..,..,..,..,..,..
Tourism expenditure in other countries - US$ Mn,"15,118","13,221","14,658","16,958","17,365","18,882"
Travel - US$ Mn,"14,100","12,101","13,472","15,823","16,517","18,371"
Passenger transport - US$ Mn,"1,018","1,120","1,186","1,135",848,511
OMAN,,,,,,
Inbound tourism,,,,,,
