Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      13
Cycle:      12
Cycle:      13
Cycle:      12
Cycle:      12
Cycle:      12
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      12
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      12
Cycle:      12
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      12
Cycle:      12
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      2
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      14
Cycle:      13
Cycle:      13
Cycle:      13
Cycle:      0
Cycle:      13
Cycle:      13
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      13
Cycle:      14
Cycle:      13
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      0
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      1
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      0
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      0
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      0
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      0
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      0
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      14
Cycle:      0
